title,x,y,z,section,url
Northern Expedition - Northern Expedition Items,2.0,750.0,0.0,Northern Expedition Items,
Northern Expedition - Northern Expedition Items,1.0,500.0,0.0,Northern Expedition Items,
Ancient Isle - Ancient Isle,5833.0,125.0,401.0,Ancient Isle,
Ancient Isle - Ancient Isle,5870.0,160.0,415.0,Ancient Isle,
Ancient Isle - Ancient Isle,5487.0,143.0,-316.0,Ancient Isle,
Ancient Isle - Ancient Isle,5966.0,274.0,846.0,Ancient Isle,
Ancient Isle - Ancient Isle,6075.0,195.0,260.0,Ancient Isle,
Ancient Isle - Ancient Isle,6000.0,230.0,591.0,Ancient Isle,
Ancient Isle - Ancient Archives,5870.0,160.0,415.0,Ancient Archives,
Ancient Isle - Fragment Puzzle,5870.0,160.0,415.0,Fragment Puzzle,
Ancient Isle - Items For Sale,5487.0,143.0,-316.0,Items For Sale,
Ancient Isle - Items For Sale,5966.0,274.0,846.0,Items For Sale,
Ancient Isle - Items For Sale,6075.0,195.0,260.0,Items For Sale,
Ancient Isle - Fishing Locations,6000.0,230.0,591.0,Fishing Locations,
Ancient Isle - Waterfall,6000.0,230.0,591.0,Waterfall,
Ancient Isle - Items For Sale,5487.0,143.0,-316.0,Items For Sale,
Ancient Isle - Items For Sale,5966.0,274.0,846.0,Items For Sale,
Ancient Isle - Items For Sale,6075.0,195.0,260.0,Items For Sale,
Ancient Archives - Ancient Isle,5833.0,125.0,401.0,Ancient Isle,
Ancient Archives - Ancient Isle,5870.0,160.0,415.0,Ancient Isle,
Ancient Archives - Ancient Isle,5487.0,143.0,-316.0,Ancient Isle,
Ancient Archives - Ancient Isle,5966.0,274.0,846.0,Ancient Isle,
Ancient Archives - Ancient Isle,6075.0,195.0,260.0,Ancient Isle,
Ancient Archives - Ancient Isle,6000.0,230.0,591.0,Ancient Isle,
Ancient Archives - Ancient Archives,5870.0,160.0,415.0,Ancient Archives,
Ancient Archives - Fragment Puzzle,5870.0,160.0,415.0,Fragment Puzzle,
Ancient Archives - Items For Sale,5487.0,143.0,-316.0,Items For Sale,
Ancient Archives - Items For Sale,5966.0,274.0,846.0,Items For Sale,
Ancient Archives - Items For Sale,6075.0,195.0,260.0,Items For Sale,
Ancient Archives - Fishing Locations,6000.0,230.0,591.0,Fishing Locations,
Ancient Archives - Waterfall,6000.0,230.0,591.0,Waterfall,
Ancient Archives - Items For Sale,5487.0,143.0,-316.0,Items For Sale,
Ancient Archives - Items For Sale,5966.0,274.0,846.0,Items For Sale,
Ancient Archives - Items For Sale,6075.0,195.0,260.0,Items For Sale,
Archaeological Site - Archaeological Hunt,4160.0,125.0,210.0,Archaeological Hunt,
Archaeological Site - Archaeological Site,4160.0,125.0,210.0,Archaeological Site,
The Depths - The Depths,472.0,-706.0,1231.0,The Depths,
The Depths - The Depths,1210.0,-715.0,1315.0,The Depths,
The Depths - The Depths,1705.0,-900.0,1445.0,The Depths,
The Depths - The Depths,-970.0,-710.0,1300.0,The Depths,
The Depths - The Depths - Maze,1210.0,-715.0,1315.0,The Depths - Maze,
The Depths - Items For Sale,1705.0,-900.0,1445.0,Items For Sale,
The Depths - Items For Sale,-970.0,-710.0,1300.0,Items For Sale,
The Depths - For Sale - The Depths,1705.0,-900.0,1445.0,For Sale - The Depths,
The Depths - For Sale - The Depths,-970.0,-710.0,1300.0,For Sale - The Depths,
Forsaken Shores - Forsaken Shores,-2425.0,135.0,1555.0,Forsaken Shores,
Forsaken Shores - Forsaken Shores,-3600.0,125.0,1605.0,Forsaken Shores,
Forsaken Shores - Forsaken Shores,-2830.0,215.0,1510.0,Forsaken Shores,
Forsaken Shores - Forsaken Shores,-2490.0,130.0,1535.0,Forsaken Shores,
Forsaken Shores - Forsaken Shores,-2525.0,135.0,-1575.0,Forsaken Shores,
Forsaken Shores - Sublocations,-3600.0,125.0,1605.0,Sublocations,
Forsaken Shores - Forsaken Shores Ocean,-3600.0,125.0,1605.0,Forsaken Shores Ocean,
Forsaken Shores - Items For Sale,-2830.0,215.0,1510.0,Items For Sale,
Forsaken Shores - Items For Sale,-2490.0,130.0,1535.0,Items For Sale,
Forsaken Shores - Items For Sale,-2525.0,135.0,-1575.0,Items For Sale,
Forsaken Shores - Items For Sale,-2830.0,215.0,1510.0,Items For Sale,
Forsaken Shores - Items For Sale,-2490.0,130.0,1535.0,Items For Sale,
Forsaken Shores - Items For Sale,-2525.0,135.0,-1575.0,Items For Sale,
Desolate Deep - Desolate Deep,-790.0,125.0,-3100.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1710.0,-235.0,-3075.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1725.0,-175.0,-3125.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1600.0,-110.0,-2845.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1795.0,-140.0,-3310.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1810.0,-140.0,-3300.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1625.0,-205.0,-2785.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1470.0,-240.0,-2550.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1470.0,-225.0,-2225.0,Desolate Deep,
Desolate Deep - Desolate Deep,-975.0,-245.0,-2700.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1485.0,-225.0,-2195.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1655.0,-210.0,-2825.0,Desolate Deep,
Desolate Deep - Desolate Deep,-980.0,-240.0,-2690.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1645.0,-210.0,-2855.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1650.0,-210.0,-2840.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1630.0,-210.0,-2860.0,Desolate Deep,
Desolate Deep - Desolate Deep,-1800.0,-135.0,-3280.0,Desolate Deep,
Desolate Deep - Sublocations,-1710.0,-235.0,-3075.0,Sublocations,
Desolate Deep - Sublocations,-1725.0,-175.0,-3125.0,Sublocations,
Desolate Deep - Sublocations,-1600.0,-110.0,-2845.0,Sublocations,
Desolate Deep - Sublocations,-1795.0,-140.0,-3310.0,Sublocations,
Desolate Deep - Sublocations,-1810.0,-140.0,-3300.0,Sublocations,
Desolate Deep - Sublocations,-790.0,125.0,-3100.0,Sublocations,
Desolate Deep - Sublocations,-1625.0,-205.0,-2785.0,Sublocations,
Desolate Deep - Sublocations,-1470.0,-240.0,-2550.0,Sublocations,
Desolate Deep - The Buoy,-790.0,125.0,-3100.0,The Buoy,
Desolate Deep - Desolate Pocket,-1625.0,-205.0,-2785.0,Desolate Pocket,
Desolate Deep - Brine Pool,-1710.0,-235.0,-3075.0,Brine Pool,
Desolate Deep - Brine Pool,-1725.0,-175.0,-3125.0,Brine Pool,
Desolate Deep - Brine Pool,-1600.0,-110.0,-2845.0,Brine Pool,
Desolate Deep - Brine Pool,-1795.0,-140.0,-3310.0,Brine Pool,
Desolate Deep - Brine Pool,-1810.0,-140.0,-3300.0,Brine Pool,
Desolate Deep - ???,-1470.0,-240.0,-2550.0,???,
Desolate Deep - Items For Sale,-1470.0,-225.0,-2225.0,Items For Sale,
Desolate Deep - Items For Sale,-975.0,-245.0,-2700.0,Items For Sale,
Desolate Deep - Items For Sale,-1485.0,-225.0,-2195.0,Items For Sale,
Desolate Deep - Items For Sale,-1655.0,-210.0,-2825.0,Items For Sale,
Desolate Deep - Items For Sale,-790.0,125.0,-3100.0,Items For Sale,
Desolate Deep - Items For Sale,-980.0,-240.0,-2690.0,Items For Sale,
Desolate Deep - Items For Sale,-1645.0,-210.0,-2855.0,Items For Sale,
Desolate Deep - Items For Sale,-1650.0,-210.0,-2840.0,Items For Sale,
Desolate Deep - Items For Sale,-1630.0,-210.0,-2860.0,Items For Sale,
Desolate Deep - Items For Sale,-1800.0,-135.0,-3280.0,Items For Sale,
Desolate Deep - Items For Sale,-1470.0,-225.0,-2225.0,Items For Sale,
Desolate Deep - Items For Sale,-975.0,-245.0,-2700.0,Items For Sale,
Desolate Deep - Items For Sale,-1485.0,-225.0,-2195.0,Items For Sale,
Desolate Deep - Items For Sale,-1655.0,-210.0,-2825.0,Items For Sale,
Desolate Deep - Items For Sale,-790.0,125.0,-3100.0,Items For Sale,
Desolate Deep - Items For Sale,-980.0,-240.0,-2690.0,Items For Sale,
Desolate Deep - Items For Sale,-1645.0,-210.0,-2855.0,Items For Sale,
Desolate Deep - Items For Sale,-1650.0,-210.0,-2840.0,Items For Sale,
Desolate Deep - Items For Sale,-1630.0,-210.0,-2860.0,Items For Sale,
Desolate Deep - Items For Sale,-1800.0,-135.0,-3280.0,Items For Sale,
Brine Pool - Desolate Deep,-790.0,125.0,-3100.0,Desolate Deep,
Brine Pool - Desolate Deep,-1710.0,-235.0,-3075.0,Desolate Deep,
Brine Pool - Desolate Deep,-1725.0,-175.0,-3125.0,Desolate Deep,
Brine Pool - Desolate Deep,-1600.0,-110.0,-2845.0,Desolate Deep,
Brine Pool - Desolate Deep,-1795.0,-140.0,-3310.0,Desolate Deep,
Brine Pool - Desolate Deep,-1810.0,-140.0,-3300.0,Desolate Deep,
Brine Pool - Desolate Deep,-1625.0,-205.0,-2785.0,Desolate Deep,
Brine Pool - Desolate Deep,-1470.0,-240.0,-2550.0,Desolate Deep,
Brine Pool - Desolate Deep,-1470.0,-225.0,-2225.0,Desolate Deep,
Brine Pool - Desolate Deep,-975.0,-245.0,-2700.0,Desolate Deep,
Brine Pool - Desolate Deep,-1485.0,-225.0,-2195.0,Desolate Deep,
Brine Pool - Desolate Deep,-1655.0,-210.0,-2825.0,Desolate Deep,
Brine Pool - Desolate Deep,-980.0,-240.0,-2690.0,Desolate Deep,
Brine Pool - Desolate Deep,-1645.0,-210.0,-2855.0,Desolate Deep,
Brine Pool - Desolate Deep,-1650.0,-210.0,-2840.0,Desolate Deep,
Brine Pool - Desolate Deep,-1630.0,-210.0,-2860.0,Desolate Deep,
Brine Pool - Desolate Deep,-1800.0,-135.0,-3280.0,Desolate Deep,
Brine Pool - Sublocations,-1710.0,-235.0,-3075.0,Sublocations,
Brine Pool - Sublocations,-1725.0,-175.0,-3125.0,Sublocations,
Brine Pool - Sublocations,-1600.0,-110.0,-2845.0,Sublocations,
Brine Pool - Sublocations,-1795.0,-140.0,-3310.0,Sublocations,
Brine Pool - Sublocations,-1810.0,-140.0,-3300.0,Sublocations,
Brine Pool - Sublocations,-790.0,125.0,-3100.0,Sublocations,
Brine Pool - Sublocations,-1625.0,-205.0,-2785.0,Sublocations,
Brine Pool - Sublocations,-1470.0,-240.0,-2550.0,Sublocations,
Brine Pool - The Buoy,-790.0,125.0,-3100.0,The Buoy,
Brine Pool - Desolate Pocket,-1625.0,-205.0,-2785.0,Desolate Pocket,
Brine Pool - Brine Pool,-1710.0,-235.0,-3075.0,Brine Pool,
Brine Pool - Brine Pool,-1725.0,-175.0,-3125.0,Brine Pool,
Brine Pool - Brine Pool,-1600.0,-110.0,-2845.0,Brine Pool,
Brine Pool - Brine Pool,-1795.0,-140.0,-3310.0,Brine Pool,
Brine Pool - Brine Pool,-1810.0,-140.0,-3300.0,Brine Pool,
Brine Pool - ???,-1470.0,-240.0,-2550.0,???,
Brine Pool - Items For Sale,-1470.0,-225.0,-2225.0,Items For Sale,
Brine Pool - Items For Sale,-975.0,-245.0,-2700.0,Items For Sale,
Brine Pool - Items For Sale,-1485.0,-225.0,-2195.0,Items For Sale,
Brine Pool - Items For Sale,-1655.0,-210.0,-2825.0,Items For Sale,
Brine Pool - Items For Sale,-790.0,125.0,-3100.0,Items For Sale,
Brine Pool - Items For Sale,-980.0,-240.0,-2690.0,Items For Sale,
Brine Pool - Items For Sale,-1645.0,-210.0,-2855.0,Items For Sale,
Brine Pool - Items For Sale,-1650.0,-210.0,-2840.0,Items For Sale,
Brine Pool - Items For Sale,-1630.0,-210.0,-2860.0,Items For Sale,
Brine Pool - Items For Sale,-1800.0,-135.0,-3280.0,Items For Sale,
Brine Pool - Items For Sale,-1470.0,-225.0,-2225.0,Items For Sale,
Brine Pool - Items For Sale,-975.0,-245.0,-2700.0,Items For Sale,
Brine Pool - Items For Sale,-1485.0,-225.0,-2195.0,Items For Sale,
Brine Pool - Items For Sale,-1655.0,-210.0,-2825.0,Items For Sale,
Brine Pool - Items For Sale,-790.0,125.0,-3100.0,Items For Sale,
Brine Pool - Items For Sale,-980.0,-240.0,-2690.0,Items For Sale,
Brine Pool - Items For Sale,-1645.0,-210.0,-2855.0,Items For Sale,
Brine Pool - Items For Sale,-1650.0,-210.0,-2840.0,Items For Sale,
Brine Pool - Items For Sale,-1630.0,-210.0,-2860.0,Items For Sale,
Brine Pool - Items For Sale,-1800.0,-135.0,-3280.0,Items For Sale,
Roslit Bay - Roslit Bay,-1450.0,135.0,750.0,Roslit Bay,
Roslit Bay - Roslit Bay,-1775.0,150.0,680.0,Roslit Bay,
Roslit Bay - Roslit Bay,-1875.0,165.0,380.0,Roslit Bay,
Roslit Bay - Roslit Bay,-1515.0,141.0,765.0,Roslit Bay,
Roslit Bay - Roslit Bay,-1945.0,275.0,230.0,Roslit Bay,
Roslit Bay - Roslit Bay,-1710.0,150.0,740.0,Roslit Bay,
Roslit Bay - Roslit Bay,-1465.0,130.0,680.0,Roslit Bay,
Roslit Bay - Roslit Bay,-1485.0,130.0,640.0,Roslit Bay,
Roslit Bay - Roslit Bay,-1785.0,165.0,400.0,Roslit Bay,
Roslit Bay - Roslit Volcano,-1875.0,165.0,380.0,Roslit Volcano,
Roslit Bay - Items for Sale,-1515.0,141.0,765.0,Items for Sale,
Roslit Bay - Items for Sale,-1945.0,275.0,230.0,Items for Sale,
Roslit Bay - Items for Sale,-1710.0,150.0,740.0,Items for Sale,
Roslit Bay - Items for Sale,-1465.0,130.0,680.0,Items for Sale,
Roslit Bay - Items for Sale,-1485.0,130.0,640.0,Items for Sale,
Roslit Bay - Fishing Locations,-1775.0,150.0,680.0,Fishing Locations,
Roslit Bay - Freshwater Pond,-1775.0,150.0,680.0,Freshwater Pond,
Roslit Bay - Trivia,-1785.0,165.0,400.0,Trivia,
Roslit Bay - Items for Sale,-1515.0,141.0,765.0,Items for Sale,
Roslit Bay - Items for Sale,-1945.0,275.0,230.0,Items for Sale,
Roslit Bay - Items for Sale,-1710.0,150.0,740.0,Items for Sale,
Roslit Bay - Items for Sale,-1465.0,130.0,680.0,Items for Sale,
Roslit Bay - Items for Sale,-1485.0,130.0,640.0,Items for Sale,
Roslit Volcano - Roslit Bay,-1450.0,135.0,750.0,Roslit Bay,
Roslit Volcano - Roslit Bay,-1775.0,150.0,680.0,Roslit Bay,
Roslit Volcano - Roslit Bay,-1875.0,165.0,380.0,Roslit Bay,
Roslit Volcano - Roslit Bay,-1515.0,141.0,765.0,Roslit Bay,
Roslit Volcano - Roslit Bay,-1945.0,275.0,230.0,Roslit Bay,
Roslit Volcano - Roslit Bay,-1710.0,150.0,740.0,Roslit Bay,
Roslit Volcano - Roslit Bay,-1465.0,130.0,680.0,Roslit Bay,
Roslit Volcano - Roslit Bay,-1485.0,130.0,640.0,Roslit Bay,
Roslit Volcano - Roslit Bay,-1785.0,165.0,400.0,Roslit Bay,
Roslit Volcano - Roslit Volcano,-1875.0,165.0,380.0,Roslit Volcano,
Roslit Volcano - Items for Sale,-1515.0,141.0,765.0,Items for Sale,
Roslit Volcano - Items for Sale,-1945.0,275.0,230.0,Items for Sale,
Roslit Volcano - Items for Sale,-1710.0,150.0,740.0,Items for Sale,
Roslit Volcano - Items for Sale,-1465.0,130.0,680.0,Items for Sale,
Roslit Volcano - Items for Sale,-1485.0,130.0,640.0,Items for Sale,
Roslit Volcano - Fishing Locations,-1775.0,150.0,680.0,Fishing Locations,
Roslit Volcano - Freshwater Pond,-1775.0,150.0,680.0,Freshwater Pond,
Roslit Volcano - Trivia,-1785.0,165.0,400.0,Trivia,
Roslit Volcano - Items for Sale,-1515.0,141.0,765.0,Items for Sale,
Roslit Volcano - Items for Sale,-1945.0,275.0,230.0,Items for Sale,
Roslit Volcano - Items for Sale,-1710.0,150.0,740.0,Items for Sale,
Roslit Volcano - Items for Sale,-1465.0,130.0,680.0,Items for Sale,
Roslit Volcano - Items for Sale,-1485.0,130.0,640.0,Items for Sale,
Mushgrove Swamp - Mushgrove Swamp,2425.0,130.0,-670.0,Mushgrove Swamp,
Mushgrove Swamp - Mushgrove Swamp,2520.0,160.0,-895.0,Mushgrove Swamp,
Mushgrove Swamp - Mushgrove Swamp,2790.0,140.0,-625.0,Mushgrove Swamp,
Mushgrove Swamp - Mushgrove Swamp,2520.0,135.0,-895.0,Mushgrove Swamp,
Mushgrove Swamp - Items For Sale,2520.0,160.0,-895.0,Items For Sale,
Mushgrove Swamp - Items For Sale,2790.0,140.0,-625.0,Items For Sale,
Mushgrove Swamp - Items For Sale,2520.0,135.0,-895.0,Items For Sale,
Mushgrove Swamp - Items For Sale,2520.0,160.0,-895.0,Items For Sale,
Mushgrove Swamp - Items For Sale,2790.0,140.0,-625.0,Items For Sale,
Mushgrove Swamp - Items For Sale,2520.0,135.0,-895.0,Items For Sale,
Statue of Sovereignty - Statue of Sovereignty,20.0,160.0,-1040.0,Statue of Sovereignty,
Statue of Sovereignty - Statue of Sovereignty,1380.0,-805.0,-300.0,Statue of Sovereignty,
Statue of Sovereignty - Sublocations,1380.0,-805.0,-300.0,Sublocations,
Statue of Sovereignty - Keepers Altar,1380.0,-805.0,-300.0,Keepers Altar,
Keepers Altar - Statue of Sovereignty,20.0,160.0,-1040.0,Statue of Sovereignty,
Keepers Altar - Statue of Sovereignty,1380.0,-805.0,-300.0,Statue of Sovereignty,
Keepers Altar - Sublocations,1380.0,-805.0,-300.0,Sublocations,
Keepers Altar - Keepers Altar,1380.0,-805.0,-300.0,Keepers Altar,
Vertigo - Vertigo,-110.0,-515.0,1040.0,Vertigo,
Vertigo - Vertigo,-75.0,-530.0,1285.0,Vertigo,
Vertigo - Vertigo,1210.0,-715.0,1315.0,Vertigo,
Vertigo - Vertigo,-145.0,-515.0,1140.0,Vertigo,
Vertigo - Vertigo,1705.0,-900.0,1445.0,Vertigo,
Vertigo - Vertigo,-100.0,-730.0,1210.0,Vertigo,
Vertigo - Vertigo,-970.0,-710.0,1300.0,Vertigo,
Vertigo - Sublocations,-75.0,-530.0,1285.0,Sublocations,
Vertigo - Secret Area,-75.0,-530.0,1285.0,Secret Area,
Vertigo - The Depths,1210.0,-715.0,1315.0,The Depths,
Vertigo - The Depths - Maze,1210.0,-715.0,1315.0,The Depths - Maze,
Vertigo - Items For Sale,-145.0,-515.0,1140.0,Items For Sale,
Vertigo - Items For Sale,1705.0,-900.0,1445.0,Items For Sale,
Vertigo - Items For Sale,-100.0,-730.0,1210.0,Items For Sale,
Vertigo - Items For Sale,-970.0,-710.0,1300.0,Items For Sale,
Vertigo - Items For Sale,-145.0,-515.0,1140.0,Items For Sale,
Vertigo - Items For Sale,1705.0,-900.0,1445.0,Items For Sale,
Vertigo - Items For Sale,-100.0,-730.0,1210.0,Items For Sale,
Vertigo - Items For Sale,-970.0,-710.0,1300.0,Items For Sale,
The Arch - Ocean,-1270.0,125.0,1580.0,Ocean,
The Arch - Ocean,1000.0,125.0,-1250.0,Ocean,
The Arch - Ocean,-530.0,125.0,-425.0,Ocean,
The Arch - Ocean,1230.0,125.0,575.0,Ocean,
The Arch - Ocean,1700.0,125.0,-2500.0,Ocean,
The Arch - Sublocations,-1270.0,125.0,1580.0,Sublocations,
The Arch - Sublocations,1000.0,125.0,-1250.0,Sublocations,
The Arch - Sublocations,-530.0,125.0,-425.0,Sublocations,
The Arch - Sublocations,1230.0,125.0,575.0,Sublocations,
The Arch - Sublocations,1700.0,125.0,-2500.0,Sublocations,
The Arch - Harvesters Spike,-1270.0,125.0,1580.0,Harvesters Spike,
The Arch - The Arch,1000.0,125.0,-1250.0,The Arch,
The Arch - Haddock Rock,-530.0,125.0,-425.0,Haddock Rock,
The Arch - Earmark Island,1230.0,125.0,575.0,Earmark Island,
The Arch - Birch Cay,1700.0,125.0,-2500.0,Birch Cay,
Birch Cay - Ocean,-1270.0,125.0,1580.0,Ocean,
Birch Cay - Ocean,1000.0,125.0,-1250.0,Ocean,
Birch Cay - Ocean,-530.0,125.0,-425.0,Ocean,
Birch Cay - Ocean,1230.0,125.0,575.0,Ocean,
Birch Cay - Ocean,1700.0,125.0,-2500.0,Ocean,
Birch Cay - Sublocations,-1270.0,125.0,1580.0,Sublocations,
Birch Cay - Sublocations,1000.0,125.0,-1250.0,Sublocations,
Birch Cay - Sublocations,-530.0,125.0,-425.0,Sublocations,
Birch Cay - Sublocations,1230.0,125.0,575.0,Sublocations,
Birch Cay - Sublocations,1700.0,125.0,-2500.0,Sublocations,
Birch Cay - Harvesters Spike,-1270.0,125.0,1580.0,Harvesters Spike,
Birch Cay - The Arch,1000.0,125.0,-1250.0,The Arch,
Birch Cay - Haddock Rock,-530.0,125.0,-425.0,Haddock Rock,
Birch Cay - Earmark Island,1230.0,125.0,575.0,Earmark Island,
Birch Cay - Birch Cay,1700.0,125.0,-2500.0,Birch Cay,
Harvesters Spike - Ocean,-1270.0,125.0,1580.0,Ocean,
Harvesters Spike - Ocean,1000.0,125.0,-1250.0,Ocean,
Harvesters Spike - Ocean,-530.0,125.0,-425.0,Ocean,
Harvesters Spike - Ocean,1230.0,125.0,575.0,Ocean,
Harvesters Spike - Ocean,1700.0,125.0,-2500.0,Ocean,
Harvesters Spike - Sublocations,-1270.0,125.0,1580.0,Sublocations,
Harvesters Spike - Sublocations,1000.0,125.0,-1250.0,Sublocations,
Harvesters Spike - Sublocations,-530.0,125.0,-425.0,Sublocations,
Harvesters Spike - Sublocations,1230.0,125.0,575.0,Sublocations,
Harvesters Spike - Sublocations,1700.0,125.0,-2500.0,Sublocations,
Harvesters Spike - Harvesters Spike,-1270.0,125.0,1580.0,Harvesters Spike,
Harvesters Spike - The Arch,1000.0,125.0,-1250.0,The Arch,
Harvesters Spike - Haddock Rock,-530.0,125.0,-425.0,Haddock Rock,
Harvesters Spike - Earmark Island,1230.0,125.0,575.0,Earmark Island,
Harvesters Spike - Birch Cay,1700.0,125.0,-2500.0,Birch Cay,
Lobster Fishing - Lobster Fishing,-552.0,153.0,2651.0,Lobster Fishing,
Lobster Fishing - Lobster Fishing,-571.0,153.0,2638.0,Lobster Fishing,
Lobster Fishing - Lobster Fishing,-575.0,85.0,1000.0,Lobster Fishing,
Lobster Fishing - Cages,-552.0,153.0,2651.0,Cages,
Lobster Fishing - Cages,-571.0,153.0,2638.0,Cages,
Lobster Fishing - Cages,-575.0,85.0,1000.0,Cages,
Lobster Fishing - Lobster Cages,-552.0,153.0,2651.0,Lobster Cages,
Lobster Fishing - Lobster Cages,-571.0,153.0,2638.0,Lobster Cages,
Lobster Fishing - Lobster Cages,-575.0,85.0,1000.0,Lobster Cages,
Net Fishing - Net Fishing,-635.0,85.0,1005.0,Net Fishing,
Net Fishing - Net Fishing,-630.0,85.0,1005.0,Net Fishing,
Net Fishing - Net Fishing,-610.0,85.0,1005.0,Net Fishing,
Net Fishing - Net Fishing,-820.0,90.0,995.0,Net Fishing,
Net Fishing - Nets,-635.0,85.0,1005.0,Nets,
Net Fishing - Nets,-630.0,85.0,1005.0,Nets,
Net Fishing - Nets,-610.0,85.0,1005.0,Nets,
Net Fishing - Nets,-820.0,90.0,995.0,Nets,
Net Fishing - Fishing Nets,-635.0,85.0,1005.0,Fishing Nets,
Net Fishing - Fishing Nets,-630.0,85.0,1005.0,Fishing Nets,
Net Fishing - Fishing Nets,-610.0,85.0,1005.0,Fishing Nets,
Net Fishing - Fishing Nets,-820.0,90.0,995.0,Fishing Nets,
Oxygen - Oxygen,-1655.0,-210.0,-2825.0,Oxygen,
Oxygen - Oxygen,370.0,135.0,250.0,Oxygen,
Oxygen - Oxygen,-790.0,125.0,-3100.0,Oxygen,
Oxygen - Oxygen,-980.0,-240.0,-2690.0,Oxygen,
Oxygen - Oxygen,-4452.0,-603.0,1877.0,Oxygen,
Oxygen - Oxygen,-3550.0,130.0,568.0,Oxygen,
Oxygen - Equipment,-1655.0,-210.0,-2825.0,Equipment,
Oxygen - Equipment,370.0,135.0,250.0,Equipment,
Oxygen - Equipment,-790.0,125.0,-3100.0,Equipment,
Oxygen - Equipment,-980.0,-240.0,-2690.0,Equipment,
Oxygen - Equipment,-4452.0,-603.0,1877.0,Equipment,
Oxygen - Equipment,-3550.0,130.0,568.0,Equipment,
Oxygen - Diving Gear,-1655.0,-210.0,-2825.0,Diving Gear,
Oxygen - Diving Gear,370.0,135.0,250.0,Diving Gear,
Oxygen - Diving Gear,-790.0,125.0,-3100.0,Diving Gear,
Oxygen - Diving Gear,-980.0,-240.0,-2690.0,Diving Gear,
Oxygen - Diving Gear,-4452.0,-603.0,1877.0,Diving Gear,
Oxygen - Diving Gear,-3550.0,130.0,568.0,Diving Gear,
Oxygen - Diving Gear,-1655.0,-210.0,-2825.0,Diving Gear,
Oxygen - Diving Gear,370.0,135.0,250.0,Diving Gear,
Oxygen - Diving Gear,-790.0,125.0,-3100.0,Diving Gear,
Oxygen - Diving Gear,-980.0,-240.0,-2690.0,Diving Gear,
Oxygen - Diving Gear,-4452.0,-603.0,1877.0,Diving Gear,
Oxygen - Diving Gear,-3550.0,130.0,568.0,Diving Gear,
NPCs - NPCs,415.0,135.0,200.0,NPCs,
NPCs - Change History,415.0,135.0,200.0,Change History,
Sunken Chest - Sunken Chest,936.0,130.0,-159.0,Sunken Chest,
Sunken Chest - Sunken Chest,-1179.0,130.0,565.0,Sunken Chest,
Sunken Chest - Sunken Chest,-852.0,130.0,-1560.0,Sunken Chest,
Sunken Chest - Sunken Chest,798.0,130.0,1667.0,Sunken Chest,
Sunken Chest - Sunken Chest,2890.0,130.0,-997.0,Sunken Chest,
Sunken Chest - Sunken Chest,-2460.0,130.0,2047.0,Sunken Chest,
Sunken Chest - Sunken Chest,693.0,130.0,-362.0,Sunken Chest,
Sunken Chest - Sunken Chest,-1217.0,130.0,201.0,Sunken Chest,
Sunken Chest - Sunken Chest,-1000.0,130.0,-751.0,Sunken Chest,
Sunken Chest - Sunken Chest,562.0,130.0,2455.0,Sunken Chest,
Sunken Chest - Sunken Chest,2729.0,130.0,-1098.0,Sunken Chest,
Sunken Chest - Sunken Chest,613.0,130.0,498.0,Sunken Chest,
Sunken Chest - Sunken Chest,-1967.0,130.0,980.0,Sunken Chest,
Sunken Chest - Sunken Chest,-1500.0,130.0,-750.0,Sunken Chest,
Sunken Chest - Sunken Chest,393.0,130.0,2435.0,Sunken Chest,
Sunken Chest - Sunken Chest,2410.0,130.0,-1110.0,Sunken Chest,
Sunken Chest - Sunken Chest,285.0,130.0,564.0,Sunken Chest,
Sunken Chest - Sunken Chest,-2444.0,130.0,266.0,Sunken Chest,
Sunken Chest - Sunken Chest,-1547.0,130.0,-1080.0,Sunken Chest,
Sunken Chest - Sunken Chest,-1.0,130.0,1632.0,Sunken Chest,
Sunken Chest - Sunken Chest,2266.0,130.0,-721.0,Sunken Chest,
Sunken Chest - Sunken Chest,283.0,130.0,-159.0,Sunken Chest,
Sunken Chest - Sunken Chest,-2444.0,130.0,-37.0,Sunken Chest,
Sunken Chest - Sunken Chest,-1618.0,130.0,-1560.0,Sunken Chest,
Sunken Chest - Sunken Chest,-190.0,130.0,2450.0,Sunken Chest,
Sunken Chest - Possible Spawn Locations,936.0,130.0,-159.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-1179.0,130.0,565.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-852.0,130.0,-1560.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,798.0,130.0,1667.0,Possible Spawn Locations,
